1.000000	0.616315	0.652882	0.619565	0.591592	0.646134	0.711535	0.635001	0.392581	0.532413	0.662030	0.624453	0.446301	0.629481	1	0.605722	0.64924	0.594308	0.558968	0.626455	0.669282	0.65364	0.443002	0.457329	0.538466	0.574415	0.481072	0.520422	1	0.54478	0.568023	0.548149	0.513077	0.517411	0.690158	0.522369	0.346041	0.457634	0.57102	0.532429	0.451378	0.490588
0.616315	1.000000	0.902961	0.970509	0.936596	0.812297	0.709042	0.764779	0.463013	0.727596	0.738742	0.853822	0.668003	0.591581	0.605722	1	0.904693	0.957711	0.913091	0.754253	0.760508	0.698559	0.374852	0.635347	0.657771	0.775655	0.515359	0.638748	0.54478	1	0.874825	0.951828	0.891292	0.734347	0.735483	0.655173	0.424212	0.613715	0.662016	0.760148	0.543163	0.574605
0.652882	0.902961	1.000000	0.878418	0.831493	0.778081	0.717998	0.755985	0.461367	0.627423	0.684254	0.803539	0.518996	0.678229	0.64924	0.904693	1	0.860703	0.799524	0.722701	0.691045	0.689451	0.369478	0.546218	0.604009	0.733657	0.530762	0.615307	0.568023	0.874825	1	0.833647	0.743286	0.720731	0.646051	0.678519	0.444842	0.512384	0.600409	0.72746	0.523983	0.544104
0.619565	0.970509	0.878418	1.000000	0.946464	0.799327	0.695408	0.768524	0.473915	0.746435	0.730061	0.853709	0.561423	0.568824	0.594308	0.957711	0.860703	1	0.941153	0.754683	0.717522	0.720563	0.380144	0.671191	0.682356	0.781123	0.527634	0.633135	0.548149	0.951828	0.833647	1	0.920136	0.738747	0.712223	0.68021	0.44052	0.635171	0.663746	0.787594	0.563756	0.547678
0.591592	0.936596	0.831493	0.946464	1.000000	0.798540	0.821426	0.749044	0.415450	0.827564	0.676529	0.856533	0.541689	0.726942	0.558968	0.913091	0.799524	0.941153	1	0.725741	0.833047	0.666959	0.330933	0.776627	0.742028	0.785324	0.570538	0.678086	0.513077	0.891292	0.743286	0.920136	1	0.705413	0.742045	0.621037	0.374119	0.717994	0.69227	0.761094	0.610104	0.58583
0.646134	0.812297	0.778081	0.799327	0.798540	1.000000	0.782798	0.910094	0.577048	0.715335	0.677347	0.831477	0.610804	0.613912	0.626455	0.754253	0.722701	0.754683	0.725741	1	0.739924	0.885243	0.53744	0.670267	0.71307	0.756724	0.682313	0.685486	0.517411	0.734347	0.720731	0.738747	0.705413	1	0.695698	0.869261	0.624404	0.668216	0.686588	0.751559	0.686421	0.669219
0.711535	0.709042	0.717998	0.695408	0.821426	0.782798	1.000000	0.701036	0.353862	0.843138	0.785196	0.699508	0.627796	0.808698	0.669282	0.760508	0.691045	0.717522	0.833047	0.739924	1	0.697345	0.399815	0.862021	0.859116	0.825946	0.738844	0.824343	0.690158	0.735483	0.646051	0.712223	0.742045	0.695698	1	0.61459	0.427437	0.7885	0.844307	0.761851	0.723028	0.74509
0.635001	0.764779	0.755985	0.768524	0.749044	0.910094	0.701036	1.000000	0.665330	0.666622	0.716546	0.816837	0.679414	0.632088	0.65364	0.698559	0.689451	0.720563	0.666959	0.885243	0.697345	1	0.682454	0.636677	0.688117	0.749008	0.649326	0.640138	0.522369	0.655173	0.678519	0.68021	0.621037	0.869261	0.61459	1	0.749864	0.608161	0.642038	0.737063	0.673023	0.60354
0.392581	0.463013	0.461367	0.473915	0.415450	0.577048	0.353862	0.665330	1.000000	0.389880	0.433514	0.518631	0.392455	0.356639	0.443002	0.374852	0.369478	0.380144	0.330933	0.53744	0.399815	0.682454	1	0.358892	0.397856	0.452666	0.487295	0.361182	0.346041	0.424212	0.444842	0.44052	0.374119	0.624404	0.427437	0.749864	1	0.456178	0.440557	0.519602	0.512376	0.426629
0.532413	0.727596	0.627423	0.746435	0.827564	0.715335	0.843138	0.666622	0.389880	1.000000	0.872084	0.838336	0.791720	0.778046	0.457329	0.635347	0.546218	0.671191	0.776627	0.670267	0.862021	0.636677	0.358892	1	0.90316	0.816339	0.800575	0.759741	0.457634	0.613715	0.512384	0.635171	0.717994	0.668216	0.7885	0.608161	0.456178	1	0.858756	0.788775	0.820193	0.705366
