1.000000	0.168804	0.271165	0.300971	0.336965	0.279425	0.298646	0.306986	0.202413	0.289880	0.307049	0.337545	0.305316	0.185546	1.000000	0.161665	0.297381	0.259303	0.271077	0.172143	0.173932	0.290085	0.246869	0.284226	0.274334	0.293980	0.277814	0.199636	1.000000	0.155318	0.263929	0.242746	0.244487	0.177383	0.167953	0.266661	0.212296	0.222772	0.295834	0.282048	0.319486	0.228808
0.168804	1.000000	0.803759	0.846511	0.799021	0.734783	0.626146	0.627838	0.429895	0.672893	0.501768	0.617027	0.479652	0.426562	0.161665	1.000000	0.768085	0.831928	0.803779	0.744899	0.460531	0.623177	0.375183	0.624272	0.427208	0.611857	0.512984	0.373384	0.155318	1.000000	0.773201	0.829250	0.782480	0.690801	0.549843	0.539458	0.265639	0.634987	0.402392	0.585343	0.424109	0.393863
0.271165	0.803759	1.000000	0.813622	0.819253	0.675815	0.538299	0.709587	0.499168	0.710519	0.643653	0.668725	0.552579	0.375432	0.297381	0.768085	1.000000	0.766533	0.720176	0.524965	0.463762	0.620228	0.433517	0.606782	0.566112	0.622509	0.576198	0.452439	0.263929	0.773201	1.000000	0.755396	0.717780	0.533123	0.433032	0.569598	0.352503	0.610604	0.502315	0.591024	0.502058	0.417557
0.300971	0.846511	0.813622	1.000000	0.946567	0.828067	0.701778	0.728354	0.481470	0.758099	0.649280	0.693485	0.547251	0.449352	0.259303	0.831928	0.766533	1.000000	0.932201	0.728563	0.612196	0.699134	0.450814	0.723225	0.629828	0.712764	0.615448	0.418750	0.242746	0.829250	0.755396	1.000000	0.924667	0.727980	0.537668	0.594502	0.312791	0.712455	0.577992	0.652348	0.503399	0.413061
0.336965	0.799021	0.819253	0.946567	1.000000	0.850135	0.762980	0.788314	0.522196	0.853044	0.725743	0.779037	0.623662	0.505712	0.271077	0.803779	0.720176	0.932201	1.000000	0.824508	0.737759	0.800138	0.490370	0.849074	0.704753	0.799066	0.652240	0.407249	0.244487	0.782480	0.717780	0.924667	1.000000	0.822664	0.677599	0.709367	0.360742	0.841815	0.640406	0.743464	0.563311	0.406355
0.279425	0.734783	0.675815	0.828067	0.850135	1.000000	0.783982	0.799077	0.457834	0.712784	0.554993	0.709282	0.522350	0.478076	0.172143	0.744899	0.524965	0.728563	0.824508	1.000000	0.856015	0.738567	0.377484	0.684756	0.463925	0.651285	0.489381	0.343076	0.177383	0.690801	0.533123	0.727980	0.822664	1.000000	0.791962	0.759610	0.360349	0.721812	0.470886	0.666905	0.443677	0.324095
0.298646	0.626146	0.538299	0.701778	0.762980	0.783982	1.000000	0.706022	0.457124	0.726902	0.644984	0.763097	0.644875	0.551605	0.173932	0.460531	0.463762	0.612196	0.737759	0.856015	1.000000	0.675735	0.367758	0.690433	0.526286	0.690498	0.544900	0.391318	0.167953	0.549843	0.433032	0.537668	0.677599	0.791962	1.000000	0.652812	0.334370	0.686551	0.509925	0.677631	0.494242	0.329119
0.306986	0.627838	0.709587	0.728354	0.788314	0.799077	0.706022	1.000000	0.627901	0.727796	0.655861	0.744307	0.595440	0.480754	0.290085	0.623177	0.620228	0.699134	0.800138	0.738567	0.675735	1.000000	0.618326	0.771619	0.687039	0.777175	0.645398	0.420644	0.266661	0.539458	0.569598	0.594502	0.709367	0.759610	0.652812	1.000000	0.572126	0.732802	0.566057	0.738411	0.569133	0.436076
0.202413	0.429895	0.499168	0.481470	0.522196	0.457834	0.457124	0.627901	1.000000	0.496582	0.531410	0.531734	0.485881	0.361776	0.246869	0.375183	0.433517	0.450814	0.490370	0.377484	0.367758	0.618326	1.000000	0.470897	0.545528	0.511299	0.502396	0.294566	0.212296	0.265639	0.352503	0.312791	0.360742	0.360349	0.334370	0.572126	1.000000	0.413584	0.432285	0.433627	0.395489	0.252465
0.289880	0.672893	0.710519	0.758099	0.853044	0.712784	0.726902	0.727796	0.496582	1.000000	0.744816	0.791682	0.654338	0.531814	0.284226	0.624272	0.606782	0.723225	0.849074	0.684756	0.690433	0.771619	0.470897	1.000000	0.750813	0.823866	0.674078	0.422246	0.222772	0.634987	0.610604	0.712455	0.841815	0.721812	0.686551	0.732802	0.413584	1.000000	0.678603	0.815284	0.647746	0.444613
