1.000000	0.375423	0.391752	0.370293	0.407458	0.312321	0.413723	0.203171	0.191038	0.351636	0.409580	0.314685	0.147197	NaN	1	0.33985	0.390314	0.368273	0.384885	0.284937	0.409536	0.234427	0.292955	0.308111	0.363374	0.303512	0.247746	NaN	1	0.335657	0.380061	0.364494	0.381203	0.280986	0.413217	0.223625	0.206974	0.411926	0.385167	0.316362	0.22175	NaN
0.375423	1.000000	0.755981	0.908263	0.862937	0.617451	0.659537	0.441372	0.349469	0.567122	0.588778	0.711961	0.300008	NaN	0.33985	1	0.77283	0.916118	0.862536	0.547496	0.597985	0.395274	0.379815	0.553029	0.622408	0.698152	0.374194	NaN	0.335657	1	0.770642	0.915295	0.902751	0.571678	0.65579	0.453826	0.374756	0.661293	0.674928	0.746991	0.381961	NaN
0.391752	0.755981	1.000000	0.726677	0.644547	0.596237	0.473971	0.451625	0.409515	0.630743	0.637734	0.646002	0.338622	NaN	0.390314	0.77283	1	0.740709	0.652026	0.521317	0.462303	0.396746	0.423327	0.617206	0.633054	0.622947	0.390092	NaN	0.380061	0.770642	1	0.760389	0.68174	0.5989	0.51929	0.488842	0.460203	0.703193	0.711317	0.673615	0.449868	NaN
0.370293	0.908263	0.726677	1.000000	0.896776	0.637852	0.654433	0.397363	0.318584	0.666811	0.684614	0.715869	0.303302	NaN	0.368273	0.916118	0.740709	1	0.896635	0.582055	0.574634	0.369033	0.351368	0.632095	0.656694	0.704279	0.393251	NaN	0.364494	0.915295	0.760389	1	0.908493	0.572464	0.652629	0.417494	0.36668	0.731786	0.709237	0.687347	0.399	NaN
0.417458	0.862937	0.644547	0.896776	1.000000	0.661395	0.739571	0.375252	0.314853	0.693278	0.688765	0.778316	0.331834	NaN	0.384885	0.862536	0.652026	0.896635	1	0.63883	0.688748	0.364349	0.371679	0.679922	0.714291	0.77503	0.439465	NaN	0.381203	0.902751	0.68174	0.908493	1	0.624166	0.731419	0.450389	0.382385	0.728456	0.722483	0.76916	0.42743	NaN
0.312321	0.617451	0.596237	0.637852	0.661395	1.000000	0.529683	0.642412	0.506560	0.677398	0.538104	0.767861	0.600008	NaN	0.284937	0.547496	0.521317	0.582055	0.63883	1	0.537233	0.607162	0.534451	0.606159	0.556961	0.768149	0.622554	NaN	0.280986	0.571678	0.5989	0.572464	0.624166	1	0.540804	0.695186	0.580156	0.669734	0.653138	0.756926	0.664444	NaN
0.413723	0.659537	0.473971	0.654433	0.739571	0.529683	1.000000	0.373961	0.242149	0.533842	0.556165	0.579869	0.291499	NaN	0.409536	0.597985	0.462303	0.574634	0.688748	0.537233	1	0.322337	0.316919	0.530414	0.589577	0.588974	0.405963	NaN	0.413217	0.65579	0.51929	0.652629	0.731419	0.540804	1	0.369441	0.345022	0.612042	0.602105	0.557609	0.371037	NaN
0.203171	0.441372	0.451625	0.397363	0.375252	0.642412	0.373961	1.000000	0.610478	0.494911	0.462768	0.645179	0.597174	NaN	0.234427	0.395274	0.396746	0.369033	0.364349	0.607162	0.322337	1	0.600632	0.458516	0.382937	0.606887	0.521375	NaN	0.223625	0.453826	0.488842	0.417494	0.450389	0.695186	0.369441	1	0.654613	0.544942	0.517188	0.704226	0.669183	NaN
0.191038	0.349469	0.409515	0.318584	0.314853	0.506560	0.242149	0.610478	1.000000	0.481878	0.382826	0.510070	0.452842	NaN	0.292955	0.379815	0.423327	0.351368	0.371679	0.534451	0.316919	0.600632	1	0.43118	0.36703	0.524617	0.402795	NaN	0.206974	0.374756	0.460203	0.36668	0.382385	0.580156	0.345022	0.654613	1	0.534589	0.516354	0.557132	0.516592	NaN
0.351636	0.567122	0.630743	0.666811	0.693278	0.677398	0.533842	0.494911	0.481878	1.000000	0.819597	0.726256	0.507256	NaN	0.308111	0.553029	0.617206	0.632095	0.679922	0.606159	0.530414	0.458516	0.43118	1	0.7841	0.692951	0.570116	NaN	0.411926	0.661293	0.703193	0.731786	0.728456	0.669734	0.612042	0.544942	0.534589	1	0.857878	0.724344	0.59195	NaN
0.409580	0.588778	0.637734	0.684614	0.688765	0.538104	0.556165	0.462768	0.382826	0.819597	1.000000	0.732856	0.435485	NaN	0.363374	0.622408	0.633054	0.656694	0.714291	0.556961	0.589577	0.382937	0.36703	0.7841	1	0.674815	0.516877	NaN	0.385167	0.674928	0.711317	0.709237	0.722483	0.653138	0.602105	0.517188	0.516354	0.857878	1	0.742048	0.57436	NaN
0.314685	0.711961	0.646002	0.715869	0.778316	0.767861	0.579869	0.645179	0.510070	0.726256	0.732856	1.000000	0.617427	NaN	0.303512	0.698152	0.622947	0.704279	0.77503	0.768149	0.588974	0.606887	0.524617	0.692951	0.674815	1	0.658031	NaN	0.316362	0.746991	0.673615	0.687347	0.76916	0.756926	0.557609	0.704226	0.557132	0.724344	0.742048	1	0.700889	NaN
0.147197	0.300008	0.338622	0.303302	0.331834	0.600008	0.291499	0.597174	0.452842	0.507256	0.435485	0.617427	1.000000	NaN	0.247746	0.374194	0.390092	0.393251	0.439465	0.622554	0.405963	0.521375	0.402795	0.570116	0.516877	0.658031	1	NaN	0.22175	0.381961	0.449868	0.399	0.42743	0.664444	0.371037	0.669183	0.516592	0.59195	0.57436	0.700889	1	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
